Date,Time,Round,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds,Line,Cover,H/A Cover,F/D Cover,Total Line,O/U,Total,Weather,Temp,H Streak,A Streak,Home 1H,Away 1H,1H Line,1H Total Line,H/A Win?,Winner,W Margin,Cov Margin,F/D Win,Fav,Dog,1H Cover,1H H/A Cover,1H F/D Cover,1H Total,1H Winner,1H H/A Winner,1H F/D Winner,Home 2H,Away 2H,2H Total,HSH,Venue,City,State,Country,Neutral Ven?
13/3/09,,1,BRI,NQL,19,18, 1.69 , 2.15 ,-3.5,NQL,AWAY,DOG,,,37,,,,,,,,,HOME,BRI,1,2.5,FAV,BRI,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,19,18,37,2ND,,,,,
13/3/09,,1,MEL,SGI,17,16, 1.40 , 2.93 ,-8.5,SGI,AWAY,DOG,,,33,,,,,,,,,HOME,MEL,1,7.5,FAV,MEL,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,17,16,33,2ND,,#N/A,#N/A,#N/A,
14/3/09,,1,CBY,MAN,34,12, 2.52 , 1.51 ,6.0,CBY,HOME,DOG,,,46,,,,,,,,,HOME,CBY,22,28,DOG,MAN,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,12,46,2ND,,#N/A,#N/A,#N/A,
14/3/09,,1,CRO,PEN,18,10, 1.42 , 2.87 ,-7.5,CRO,HOME,FAV,,,28,,,,,,,,,HOME,CRO,8,0.5,FAV,CRO,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,10,28,2ND,,#N/A,#N/A,#N/A,
14/3/09,,1,WAR,PAR,26,18, 1.40 , 2.95 ,-8.5,PAR,AWAY,DOG,,,44,,,,,,,,,HOME,WAR,8,0.5,FAV,WAR,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,18,44,2ND,,#N/A,#N/A,#N/A,
15/3/09,,1,SYD,SOU,12,52, 1.56 , 2.41 ,-5.5,SOU,AWAY,DOG,,,64,,,,,,,,,AWAY,SOU,40,45.5,DOG,SYD,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,52,64,2ND,,#N/A,#N/A,#N/A,
15/3/09,,1,GLD,NEW,34,20, 1.42 , 2.85 ,-7.5,GLD,HOME,FAV,,,54,,,,,,,,,HOME,GLD,14,6.5,FAV,GLD,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,20,54,2ND,,#N/A,#N/A,#N/A,
16/3/09,,1,WST,CAN,34,26, 1.52 , 2.51 ,-6.0,WST,HOME,FAV,,,60,,,,,,,,,HOME,WST,8,2,FAV,WST,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,26,60,2ND,,#N/A,#N/A,#N/A,
20/3/09,,2,BRI,MEL,16,14, 1.65 , 2.21 ,-3.5,MEL,AWAY,DOG,,,30,,,,,,,,,HOME,BRI,2,1.5,FAV,BRI,MEL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,14,30,2ND,,#N/A,#N/A,#N/A,
20/3/09,,2,SOU,PAR,8,14, 1.58 , 2.36 ,-5.5,PAR,AWAY,DOG,,,22,,,,,,,,,AWAY,PAR,6,11.5,DOG,SOU,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,8,14,22,2ND,,#N/A,#N/A,#N/A,
21/3/09,,2,NQL,WST,42,14, 1.35 , 3.16 ,-10.5,NQL,HOME,FAV,,,56,,,,,,,,,HOME,NQL,28,17.5,FAV,NQL,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,42,14,56,2ND,,#N/A,#N/A,#N/A,
21/3/09,,2,PEN,CBY,26,28, 2.48 , 1.52 ,6.0,PEN,HOME,DOG,,,54,,,,,,,,,AWAY,CBY,2,4,FAV,CBY,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,28,54,2ND,,#N/A,#N/A,#N/A,
21/3/09,,2,SGI,GLD,16,10, 1.48 , 2.62 ,-6.0,PUSH,PUSH,PUSH,,,26,,,,,,,,,HOME,SGI,6,0,FAV,SGI,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,10,26,2ND,,#N/A,#N/A,#N/A,
22/3/09,,2,MAN,WAR,24,26, 1.51 , 2.51 ,-6.0,WAR,AWAY,DOG,,,50,,,,,,,,,AWAY,WAR,2,8,DOG,MAN,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,26,50,2ND,,#N/A,#N/A,#N/A,
22/3/09,,2,CAN,SYD,4,28, 1.49 , 2.58 ,-6.0,SYD,AWAY,DOG,,,32,,,,,,,,,AWAY,SYD,24,30,DOG,CAN,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,4,28,32,2ND,,#N/A,#N/A,#N/A,
23/3/09,,2,CRO,NEW,12,24, 1.67 , 2.20 ,-3.5,NEW,AWAY,DOG,,,36,,,,,,,,,AWAY,NEW,12,15.5,DOG,CRO,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,24,36,2ND,,#N/A,#N/A,#N/A,
27/3/09,,3,GLD,CBY,20,12, 1.67 , 2.19 ,-3.5,GLD,HOME,FAV,,,32,,,,,,,,,HOME,GLD,8,4.5,FAV,GLD,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,12,32,2ND,,#N/A,#N/A,#N/A,
27/3/09,,3,WST,SYD,40,24, 2.34 , 1.59 ,5.5,WST,HOME,DOG,,,64,,,,,,,,,HOME,WST,16,21.5,DOG,SYD,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,24,64,2ND,,#N/A,#N/A,#N/A,
28/3/09,,3,NQL,MEL,12,26, 1.78 , 2.03 ,-2.5,MEL,AWAY,DOG,,,38,,,,,,,,,AWAY,MEL,14,16.5,DOG,NQL,MEL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,26,38,2ND,,#N/A,#N/A,#N/A,
28/3/09,,3,PAR,CAN,18,16, 1.36 , 3.10 ,-9.5,CAN,AWAY,DOG,,,34,,,,,,,,,HOME,PAR,2,7.5,FAV,PAR,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,16,34,2ND,,#N/A,#N/A,#N/A,
28/3/09,,3,WAR,BRI,10,26, 1.53 , 2.48 ,-6.0,BRI,AWAY,DOG,,,36,,,,,,,,,AWAY,BRI,16,22,DOG,WAR,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,26,36,2ND,,#N/A,#N/A,#N/A,
29/3/09,,3,SGI,CRO,10,6, 1.39 , 2.97 ,-8.5,CRO,AWAY,DOG,,,16,,,,,,,,,HOME,SGI,4,4.5,FAV,SGI,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,6,16,2ND,,#N/A,#N/A,#N/A,
29/3/09,,3,SOU,NEW,22,12, 1.51 , 2.53 ,-6.0,SOU,HOME,FAV,,,34,,,,,,,,,HOME,SOU,10,4,FAV,SOU,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,12,34,2ND,,#N/A,#N/A,#N/A,
30/3/09,,3,MAN,PEN,10,12, 1.18 , 4.50 ,-16.0,PEN,AWAY,DOG,,,22,,,,,,,,,AWAY,PEN,2,18,DOG,MAN,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,12,22,2ND,,#N/A,#N/A,#N/A,
3/4/09,,4,SYD,PAR,24,6, 2.26 , 1.64 ,3.5,SYD,HOME,DOG,,,30,,,,,,,,,HOME,SYD,18,21.5,DOG,PAR,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,6,30,2ND,,#N/A,#N/A,#N/A,
3/4/09,,4,BRI,SGI,12,25, 1.46 , 2.67 ,-6.5,SGI,AWAY,DOG,,,37,,,,,,,,,AWAY,SGI,13,19.5,DOG,BRI,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,25,37,2ND,,#N/A,#N/A,#N/A,
4/4/09,,4,MEL,GLD,6,18, 1.19 , 4.44 ,-14.5,GLD,AWAY,DOG,,,24,,,,,,,,,AWAY,GLD,12,26.5,DOG,MEL,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,18,24,2ND,,#N/A,#N/A,#N/A,
4/4/09,,4,PEN,WST,42,22, 1.89 , 1.91 ,-1.5,PEN,HOME,FAV,,,64,,,,,,,,,HOME,PEN,20,18.5,FAV,PEN,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,42,22,64,2ND,,#N/A,#N/A,#N/A,
5/4/09,,4,NEW,MAN,26,12, 2.47 , 1.54 ,6.0,NEW,HOME,DOG,,,38,,,,,,,,,HOME,NEW,14,20,DOG,MAN,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,12,38,2ND,,#N/A,#N/A,#N/A,
5/4/09,,4,CBY,CRO,24,12, 1.56 , 2.43 ,-5.5,CBY,HOME,FAV,,,36,,,,,,,,,HOME,CBY,12,6.5,FAV,CBY,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,12,36,2ND,,#N/A,#N/A,#N/A,
5/4/09,,4,WAR,SOU,16,22, 1.46 , 2.71 ,-6.5,SOU,AWAY,DOG,,,38,,,,,,,,,AWAY,SOU,6,12.5,DOG,WAR,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,22,38,2ND,,#N/A,#N/A,#N/A,
6/4/09,,4,CAN,NQL,23,18, 2.12 , 1.73 ,3.5,CAN,HOME,DOG,,,41,,,,,,,,,HOME,CAN,5,8.5,DOG,NQL,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,23,18,41,2ND,,#N/A,#N/A,#N/A,
10/4/09,,5,SYD,BRI,24,28, 2.53 , 1.52 ,6.0,SYD,HOME,DOG,,,52,,,,,,,,,AWAY,BRI,4,2,FAV,BRI,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,28,52,2ND,,#N/A,#N/A,#N/A,
10/4/09,,5,PAR,SGI,8,22, 2.58 , 1.50 ,6.0,SGI,AWAY,FAV,,,30,,,,,,,,,AWAY,SGI,14,8,FAV,SGI,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,8,22,30,2ND,,#N/A,#N/A,#N/A,
11/4/09,,5,MEL,PEN,16,14, 1.23 , 4.08 ,-12.5,PEN,AWAY,DOG,,,30,,,,,,,,,HOME,MEL,2,10.5,FAV,MEL,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,14,30,2ND,,#N/A,#N/A,#N/A,
11/4/09,,5,NQL,GLD,10,14, 1.60 , 2.33 ,-5.5,GLD,AWAY,DOG,,,24,,,,,,,,,AWAY,GLD,4,9.5,DOG,NQL,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,14,24,2ND,,#N/A,#N/A,#N/A,
11/4/09,,5,CRO,CAN,14,24, 1.78 , 2.04 ,-2.5,CAN,AWAY,DOG,,,38,,,,,,,,,AWAY,CAN,10,12.5,DOG,CRO,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,24,38,2ND,,#N/A,#N/A,#N/A,
12/4/09,,5,MAN,WST,23,10, 1.38 , 3.04 ,-8.5,MAN,HOME,FAV,,,33,,,,,,,,,HOME,MAN,13,4.5,FAV,MAN,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,23,10,33,2ND,,#N/A,#N/A,#N/A,
12/4/09,,5,NEW,WAR,24,22, 1.62 , 2.26 ,-4.5,WAR,AWAY,DOG,,,46,,,,,,,,,HOME,NEW,2,2.5,FAV,NEW,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,22,46,2ND,,#N/A,#N/A,#N/A,
13/4/09,,5,CBY,SOU,14,12, 1.88 , 1.94 ,-1.5,CBY,HOME,FAV,,,26,,,,,,,,,HOME,CBY,2,0.5,FAV,CBY,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,12,26,2ND,,#N/A,#N/A,#N/A,
17/4/09,,6,PEN,BRI,18,38, 2.55 , 1.50 ,6.0,BRI,AWAY,FAV,,,56,,,,,,,,,AWAY,BRI,20,14,FAV,BRI,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,38,56,2ND,,#N/A,#N/A,#N/A,
17/4/09,,6,GLD,CAN,16,10, 1.35 , 3.13 ,-10.5,CAN,AWAY,DOG,,,26,,,,,,,,,HOME,GLD,6,4.5,FAV,GLD,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,10,26,2ND,,#N/A,#N/A,#N/A,
18/4/09,,6,SOU,MAN,8,24, 2.56 , 1.50 ,6.0,MAN,AWAY,FAV,,,32,,,,,,,,,AWAY,MAN,16,10,FAV,MAN,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,8,24,32,2ND,,#N/A,#N/A,#N/A,
18/4/09,,6,SGI,NEW,18,24, 1.43 , 2.78 ,-7.5,NEW,AWAY,DOG,,,42,,,,,,,,,AWAY,NEW,6,13.5,DOG,SGI,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,24,42,2ND,,#N/A,#N/A,#N/A,
19/4/09,,6,PAR,CBY,18,48, 2.49 , 1.53 ,6.0,CBY,AWAY,FAV,,,66,,,,,,,,,AWAY,CBY,30,24,FAV,CBY,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,48,66,2ND,,#N/A,#N/A,#N/A,
19/4/09,,6,CRO,NQL,10,34, 2.40 , 1.55 ,5.5,NQL,AWAY,FAV,,,44,,,,,,,,,AWAY,NQL,24,18.5,FAV,NQL,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,34,44,2ND,,#N/A,#N/A,#N/A,
19/4/09,,6,WAR,SYD,17,16, 1.46 , 2.63 ,-6.5,SYD,AWAY,DOG,,,33,,,,,,,,,HOME,WAR,1,5.5,FAV,WAR,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,17,16,33,2ND,,#N/A,#N/A,#N/A,
20/4/09,,6,WST,MEL,16,6, 2.78 , 1.42 ,7.5,WST,HOME,DOG,,,22,,,,,,,,,HOME,WST,10,17.5,DOG,MEL,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,6,22,2ND,,#N/A,#N/A,#N/A,
24/4/09,,7,BRI,PAR,40,8, 1.25 , 3.80 ,-12.5,BRI,HOME,FAV,,,48,,,,,,,,,HOME,BRI,32,19.5,FAV,BRI,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,8,48,2ND,,#N/A,#N/A,#N/A,
24/4/09,,7,SOU,CRO,32,26, 1.54 , 2.46 ,-6.0,PUSH,PUSH,PUSH,,,58,,,,,,,,,HOME,SOU,6,0,FAV,SOU,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,26,58,2ND,,#N/A,#N/A,#N/A,
25/4/09,,7,NQL,MAN,26,12, 1.71 , 2.13 ,-3.5,NQL,HOME,FAV,,,38,,,,,,,,,HOME,NQL,14,10.5,FAV,NQL,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,12,38,2ND,,#N/A,#N/A,#N/A,
25/4/09,,7,MEL,WAR,14,14, 1.44 , 2.74 ,-7.5,WAR,AWAY,DOG,,,28,,,,,,,,,DRAW,DRAW,0,7.5,#SPILL!,MEL,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,14,28,2ND,,#N/A,#N/A,#N/A,
25/4/09,,7,SYD,SGI,0,29, 2.41 , 1.56 ,5.5,SGI,AWAY,FAV,,,29,,,,,,,,,AWAY,SGI,29,23.5,FAV,SGI,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,0,29,29,2ND,,#N/A,#N/A,#N/A,
26/4/09,,7,WST,NEW,26,24,,,,,HOME,#N/A,,,50,,,,,,,,,HOME,WST,2,2,#N/A,#N/A,#N/A,PUSH,PUSH,#N/A,0,DRAW,DRAW,DRAW,26,24,50,2ND,,#N/A,#N/A,#N/A,
26/4/09,,7,CAN,CBY,20,30, 1.74 , 2.08 ,-2.5,CBY,AWAY,DOG,,,50,,,,,,,,,AWAY,CBY,10,12.5,DOG,CAN,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,30,50,2ND,,#N/A,#N/A,#N/A,
27/4/09,,7,PEN,GLD,34,20, 1.75 , 2.07 ,-2.5,PEN,HOME,FAV,,,54,,,,,,,,,HOME,PEN,14,11.5,FAV,PEN,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,20,54,2ND,,#N/A,#N/A,#N/A,
1/5/09,,8,PAR,NQL,28,18, 2.61 , 1.49 ,6.0,PAR,HOME,DOG,,,46,,,,,,,,,HOME,PAR,10,16,DOG,NQL,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,18,46,2ND,,#N/A,#N/A,#N/A,
1/5/09,,8,MAN,MEL,8,22, 1.93 , 1.88 ,1.5,MEL,AWAY,FAV,,,30,,,,,,,,,AWAY,MEL,14,12.5,FAV,MEL,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,8,22,30,2ND,,#N/A,#N/A,#N/A,
2/5/09,,8,NEW,BRI,28,12, 2.63 , 1.48 ,6.0,NEW,HOME,DOG,,,40,,,,,,,,,HOME,NEW,16,22,DOG,BRI,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,12,40,2ND,,#N/A,#N/A,#N/A,
2/5/09,,8,CAN,PEN,10,18, 1.62 , 2.28 ,-4.5,PEN,AWAY,DOG,,,28,,,,,,,,,AWAY,PEN,8,12.5,DOG,CAN,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,18,28,2ND,,#N/A,#N/A,#N/A,
2/5/09,,8,CRO,SYD,12,19, 2.26 , 1.63 ,3.5,SYD,AWAY,FAV,,,31,,,,,,,,,AWAY,SYD,7,3.5,FAV,SYD,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,19,31,2ND,,#N/A,#N/A,#N/A,
2/5/09,,8,GLD,SOU,22,14, 1.46 , 2.72 ,-6.5,GLD,HOME,FAV,,,36,,,,,,,,,HOME,GLD,8,1.5,FAV,GLD,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,14,36,2ND,,#N/A,#N/A,#N/A,
3/5/09,,8,CBY,WST,22,20, 1.49 , 2.58 ,-6.0,WST,AWAY,DOG,,,42,,,,,,,,,HOME,CBY,2,4,FAV,CBY,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,20,42,2ND,,#N/A,#N/A,#N/A,
3/5/09,,8,SGI,WAR,12,11, 1.50 , 2.55 ,-6.0,WAR,AWAY,DOG,,,23,,,,,,,,,HOME,SGI,1,5,FAV,SGI,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,11,23,2ND,,#N/A,#N/A,#N/A,
9/5/09,,9,NQL,SGI,24,20, 1.54 , 2.43 ,-6.0,SGI,AWAY,DOG,,,44,,,,,,,,,HOME,NQL,4,2,FAV,NQL,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,20,44,2ND,,#N/A,#N/A,#N/A,
10/5/09,,9,BRI,MAN,20,22, 1.51 , 2.53 ,-6.0,MAN,AWAY,DOG,,,42,,,,,,,,,AWAY,MAN,2,8,DOG,BRI,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,22,42,2ND,,#N/A,#N/A,#N/A,
10/5/09,,9,NEW,GLD,23,18, 1.60 , 2.32 ,-5.5,GLD,AWAY,DOG,,,41,,,,,,,,,HOME,NEW,5,0.5,FAV,NEW,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,23,18,41,2ND,,#N/A,#N/A,#N/A,
11/5/09,,9,SYD,MEL,12,28, 2.43 , 1.54 ,6.0,MEL,AWAY,FAV,,,40,,,,,,,,,AWAY,MEL,16,10,FAV,MEL,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,28,40,2ND,,#N/A,#N/A,#N/A,
15/5/09,,10,BRI,GLD,32,18, 1.42 , 2.85 ,-7.5,BRI,HOME,FAV,,,50,,,,,,,,,HOME,BRI,14,6.5,FAV,BRI,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,18,50,2ND,,#N/A,#N/A,#N/A,
15/5/09,,10,SGI,CBY,20,18, 1.59 , 2.33 ,-5.5,CBY,AWAY,DOG,,,38,,,,,,,,,HOME,SGI,2,3.5,FAV,SGI,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,18,38,2ND,,#N/A,#N/A,#N/A,
16/5/09,,10,PEN,CRO,26,22, 1.42 , 2.83 ,-7.5,CRO,AWAY,DOG,,,48,,,,,,,,,HOME,PEN,4,3.5,FAV,PEN,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,22,48,2ND,,#N/A,#N/A,#N/A,
16/5/09,,10,SYD,NEW,6,38, 2.34 , 1.58 ,5.5,NEW,AWAY,FAV,,,44,,,,,,,,,AWAY,NEW,32,26.5,FAV,NEW,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,38,44,2ND,,#N/A,#N/A,#N/A,
17/5/09,,10,WST,SOU,22,23, 1.78 , 2.04 ,-2.5,SOU,AWAY,DOG,,,45,,,,,,,,,AWAY,SOU,1,3.5,DOG,WST,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,23,45,2ND,,#N/A,#N/A,#N/A,
17/5/09,,10,MAN,PAR,34,10, 1.40 , 2.91 ,-8.5,MAN,HOME,FAV,,,44,,,,,,,,,HOME,MAN,24,15.5,FAV,MAN,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,10,44,2ND,,#N/A,#N/A,#N/A,
17/5/09,,10,WAR,NQL,12,34, 1.47 , 2.67 ,-6.5,NQL,AWAY,DOG,,,46,,,,,,,,,AWAY,NQL,22,28.5,DOG,WAR,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,34,46,2ND,,#N/A,#N/A,#N/A,
18/5/09,,10,MEL,CAN,46,6, 1.23 , 4.18 ,-12.5,MEL,HOME,FAV,,,52,,,,,,,,,HOME,MEL,40,27.5,FAV,MEL,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,46,6,52,2ND,,#N/A,#N/A,#N/A,
22/5/09,,11,WST,BRI,18,20, 3.51 , 1.29 ,12.0,WST,HOME,DOG,,,38,,,,,,,,,AWAY,BRI,2,10,FAV,BRI,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,20,38,2ND,,#N/A,#N/A,#N/A,
22/5/09,,11,PAR,SOU,16,16, 2.88 , 1.41 ,8.5,PAR,HOME,DOG,,,32,,,,,,,,,DRAW,DRAW,0,8.5,#SPILL!,SOU,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,16,32,2ND,,#N/A,#N/A,#N/A,
23/5/09,,11,PEN,SYD,48,6, 1.40 , 2.94 ,-8.5,PEN,HOME,FAV,,,54,,,,,,,,,HOME,PEN,42,33.5,FAV,PEN,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,48,6,54,2ND,,#N/A,#N/A,#N/A,
23/5/09,,11,CBY,MEL,26,10, 2.31 , 1.61 ,4.5,CBY,HOME,DOG,,,36,,,,,,,,,HOME,CBY,16,20.5,DOG,MEL,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,10,36,2ND,,#N/A,#N/A,#N/A,
23/5/09,,11,CRO,SGI,4,26, 3.01 , 1.39 ,8.5,SGI,AWAY,FAV,,,30,,,,,,,,,AWAY,SGI,22,13.5,FAV,SGI,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,4,26,30,2ND,,#N/A,#N/A,#N/A,
24/5/09,,11,GLD,MAN,18,17, 1.80 , 2.01 ,-2.0,MAN,AWAY,DOG,,,35,,,,,,,,,HOME,GLD,1,1,FAV,GLD,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,17,35,2ND,,#N/A,#N/A,#N/A,
24/5/09,,11,CAN,WAR,38,12, 1.83 , 1.98 ,-1.5,CAN,HOME,FAV,,,50,,,,,,,,,HOME,CAN,26,24.5,FAV,CAN,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,38,12,50,2ND,,#N/A,#N/A,#N/A,
25/5/09,,11,NQL,NEW,36,10, 1.66 , 2.21 ,-3.5,NQL,HOME,FAV,,,46,,,,,,,,,HOME,NQL,26,22.5,FAV,NQL,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,36,10,46,2ND,,#N/A,#N/A,#N/A,
29/5/09,,12,SGI,PEN,38,10, 1.43 , 2.84 ,-7.5,SGI,HOME,FAV,,,48,,,,,,,,,HOME,SGI,28,20.5,FAV,SGI,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,38,10,48,2ND,,#N/A,#N/A,#N/A,
30/5/09,,12,PAR,CRO,10,13, 1.50 , 2.57 ,-6.0,CRO,AWAY,DOG,,,23,,,,,,,,,AWAY,CRO,3,9,DOG,PAR,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,13,23,2ND,,#N/A,#N/A,#N/A,
31/5/09,,12,NEW,CBY,22,14, 2.18 , 1.68 ,3.5,NEW,HOME,DOG,,,36,,,,,,,,,HOME,NEW,8,11.5,DOG,CBY,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,14,36,2ND,,#N/A,#N/A,#N/A,
31/5/09,,12,WAR,WST,14,0, 1.50 , 2.58 ,-6.0,WAR,HOME,FAV,,,14,,,,,,,,,HOME,WAR,14,8,FAV,WAR,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,0,14,2ND,,#N/A,#N/A,#N/A,
1/6/09,,12,SOU,CAN,18,34, 1.43 , 2.78 ,-7.5,CAN,AWAY,DOG,,,52,,,,,,,,,AWAY,CAN,16,23.5,DOG,SOU,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,34,52,2ND,,#N/A,#N/A,#N/A,
5/6/09,,13,MEL,BRI,48,4, 1.48 , 2.68 ,-6.0,MEL,HOME,FAV,,,52,,,,,,,,,HOME,MEL,44,38,FAV,MEL,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,48,4,52,2ND,,#N/A,#N/A,#N/A,
5/6/09,,13,WST,PEN,10,26, 1.83 , 2.00 ,-1.5,PEN,AWAY,DOG,,,36,,,,,,,,,AWAY,PEN,16,17.5,DOG,WST,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,26,36,2ND,,#N/A,#N/A,#N/A,
6/6/09,,13,NQL,SOU,46,12, 1.35 , 3.21 ,-10.5,NQL,HOME,FAV,,,58,,,,,,,,,HOME,NQL,34,23.5,FAV,NQL,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,46,12,58,2ND,,#N/A,#N/A,#N/A,
6/6/09,,13,MAN,SYD,38,18, 1.25 , 3.87 ,-12.5,MAN,HOME,FAV,,,56,,,,,,,,,HOME,MAN,20,7.5,FAV,MAN,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,38,18,56,2ND,,#N/A,#N/A,#N/A,
