Date,Time,Round,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds,Line,Cover,H/A Cover,F/D Cover,Total Line,O/U,Total,Weather,Temp,H Streak,A Streak,Home 1H,Away 1H,1H Line,1H Total Line,H/A Win?,Winner,W Margin,Cov Margin,F/D Win,Fav,Dog,1H Cover,1H H/A Cover,1H F/D Cover,1H Total,1H Winner,1H H/A Winner,1H F/D Winner,Home 2H,Away 2H,2H Total,HSH,Venue,City,State,Country,Neutral Ven?
10/5/19,6:00 PM,9,WST,PEN,30,4,1.77,2.07,-1.5,WST,HOME,FAV,37.5,UNDER,34,,,L,L,,,,,HOME,WST,26,24.5,FAV,WST,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,4,34,2ND,,#N/A,#N/A,#N/A,
10/5/19,8:05 PM,9,MAN,BRI,10,26,2.45,1.61,4.5,BRI,AWAY,FAV,38.5,UNDER,36,,,6W,L,,,,,AWAY,BRI,16,11.5,FAV,BRI,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,26,36,2ND,,#N/A,#N/A,#N/A,
11/5/19,3:00 PM,9,CBY,NEW,10,22,2.62,1.52,5.5,NEW,AWAY,FAV,41.5,UNDER,32,,,L,2W,,,,,AWAY,NEW,12,6.5,FAV,NEW,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,22,32,2ND,,#N/A,#N/A,#N/A,
11/5/19,5:30 PM,9,WAR,SGI,26,18,2.15,1.74,2.0,WAR,HOME,DOG,40.5,OVER,44,,,L,3L,,,,,HOME,WAR,8,10,DOG,SGI,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,18,44,2ND,,#N/A,#N/A,#N/A,
11/5/19,7:35 PM,9,MEL,PAR,64,10,1.52,2.70,-5.5,MEL,HOME,FAV,37.5,OVER,74,,,5L,W,,,,,HOME,MEL,54,48.5,FAV,MEL,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,64,10,74,2ND,,#N/A,#N/A,#N/A,
12/5/19,2:00 PM,9,SYD,CAN,30,24,1.38,3.20,-8.0,CAN,AWAY,DOG,43.5,OVER,54,,,7W,W,,,,,HOME,SYD,6,2,FAV,SYD,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,24,54,2ND,,#N/A,#N/A,#N/A,
12/5/19,4:05 PM,9,SOU,NQL,32,16,1.36,3.35,-8.0,SOU,HOME,FAV,42.5,OVER,48,,,W,W,,,,,HOME,SOU,16,8,FAV,SOU,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,16,48,2ND,,#N/A,#N/A,#N/A,
16/5/19,7:50 PM,10,MEL,WST,24,22,1.24,4.20,-11.5,WST,AWAY,DOG,38.5,OVER,46,,,W,W,,,,,HOME,MEL,2,9.5,FAV,MEL,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,22,46,2ND,,#N/A,#N/A,#N/A,
17/5/19,6:00 PM,10,PEN,WAR,10,30,1.77,2.13,-2.0,WAR,AWAY,DOG,39.5,OVER,40,,,2L,W,,,,,AWAY,WAR,20,22,DOG,PEN,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,30,40,2ND,,#N/A,#N/A,#N/A,
17/5/19,7:55 PM,10,BRI,SYD,15,10,2.85,1.47,6.0,BRI,HOME,DOG,41.5,UNDER,25,,,W,L,,,,,HOME,BRI,5,11,DOG,SYD,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,15,10,25,2ND,,#N/A,#N/A,#N/A,
18/5/19,3:00 PM,10,GLD,CBY,16,22,1.70,2.74,-2.5,CBY,AWAY,DOG,40.5,UNDER,38,,,3L,2L,,,,,AWAY,CBY,6,8.5,DOG,GLD,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,22,38,2ND,,#N/A,#N/A,#N/A,
18/5/19,5:30 PM,10,NQL,PAR,17,10,1.85,2.13,-1.5,NQL,HOME,FAV,40.5,UNDER,27,,,L,L,,,,,HOME,NQL,7,5.5,FAV,NQL,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,17,10,27,2ND,,#N/A,#N/A,#N/A,
18/5/19,7:35 PM,10,CAN,SOU,12,16,2.15,1.74,2.0,SOU,AWAY,FAV,40.5,UNDER,28,,,2W,2W,,,,,AWAY,SOU,4,2,FAV,SOU,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,16,28,2ND,,#N/A,#N/A,#N/A,
19/5/19,2:00 PM,10,SGI,NEW,12,45,1.83,2.03,-1.5,NEW,AWAY,DOG,42.5,OVER,57,,,4L,3W,,,,,AWAY,NEW,33,34.5,DOG,SGI,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,45,57,2ND,,#N/A,#N/A,#N/A,
19/5/19,4:05 PM,10,CRO,MAN,14,24,1.52,2.64,-5.5,MAN,AWAY,DOG,40.5,UNDER,38,,,2W,L,,,,,AWAY,MAN,10,15.5,DOG,CRO,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,24,38,2ND,,#N/A,#N/A,#N/A,
23/5/19,7:50 PM,11,PAR,PEN,10,16,1.42,3.08,-6.5,PEN,AWAY,DOG,40.5,UNDER,26,,,2L,3L,,,,,AWAY,PEN,6,12.5,DOG,PAR,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,16,26,2ND,,#N/A,#N/A,#N/A,
24/5/19,6:00 PM,11,MAN,GLD,18,36,1.42,3.02,-7.5,GLD,AWAY,DOG,42.5,OVER,54,,,W,4L,,,,,AWAY,GLD,18,25.5,DOG,MAN,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,36,54,2ND,,#N/A,#N/A,#N/A,
24/5/19,7:55 PM,11,NEW,SYD,38,12,2.68,1.54,5.5,NEW,HOME,DOG,40.5,OVER,50,,,4W,2L,,,,,HOME,NEW,26,31.5,DOG,SYD,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,38,12,50,2ND,,#N/A,#N/A,#N/A,
25/5/19,3:00 PM,11,CAN,NQL,16,22,1.45,2.92,-6.5,NQL,AWAY,DOG,41.5,UNDER,38,,,L,W,,,,,AWAY,NQL,6,12.5,DOG,CAN,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,22,38,2ND,,#N/A,#N/A,#N/A,
25/5/19,5:30 PM,11,WAR,BRI,2,8,1.80,2.11,-1.5,BRI,AWAY,DOG,40.5,UNDER,10,,,2W,2W,,,,,AWAY,BRI,6,7.5,DOG,WAR,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,2,8,10,2ND,,#N/A,#N/A,#N/A,
25/5/19,7:35 PM,11,SOU,WST,32,16,1.40,3.10,-7.5,SOU,HOME,FAV,41.5,OVER,48,,,3W,2W,,,,,HOME,SOU,16,8.5,FAV,SOU,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,16,48,2ND,,#N/A,#N/A,#N/A,
26/5/19,2:00 PM,11,CBY,MEL,6,28,3.70,1.31,9.5,MEL,AWAY,FAV,40.5,UNDER,34,,,W,L,,,,,AWAY,MEL,22,12.5,FAV,MEL,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,28,34,2ND,,#N/A,#N/A,#N/A,
26/5/19,4:05 PM,11,SGI,CRO,9,22,1.93,1.98,-1.5,CRO,AWAY,DOG,38.5,UNDER,31,,,5L,L,,,,,AWAY,CRO,13,14.5,DOG,SGI,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,9,22,31,2ND,,#N/A,#N/A,#N/A,
30/5/19,7:50 PM,12,PEN,MAN,15,12,1.75,2.14,-2.0,PEN,HOME,FAV,37.5,UNDER,27,,,W,L,,,,,HOME,PEN,3,1,FAV,PEN,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,15,12,27,2ND,,#N/A,#N/A,#N/A,
31/5/19,7:55 PM,12,PAR,SOU,26,14,1.52,2.59,-5.5,PAR,HOME,FAV,37.5,OVER,40,,,3L,4W,,,,,HOME,PAR,12,6.5,FAV,PAR,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,14,40,2ND,,#N/A,#N/A,#N/A,
1/6/19,7:35 PM,12,CBY,CAN,10,12,1.85,1.98,-1.5,CAN,AWAY,DOG,36.5,UNDER,22,,,L,2L,,,,,AWAY,CAN,2,3.5,DOG,CBY,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,12,22,2ND,,#N/A,#N/A,#N/A,
2/6/19,4:05 PM,12,GLD,NQL,4,6,1.75,2.23,-2.0,NQL,AWAY,DOG,40.5,UNDER,10,,,W,2W,,,,,AWAY,NQL,2,4,DOG,GLD,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,4,6,10,2ND,,#N/A,#N/A,#N/A,
5/6/19,8:10 PM,O1,QLD,NSW,18,14,2.10,1.91,2.5,QLD,HOME,DOG,33.5,UNDER,32,CLEAR/SUNNY,16,-,-,0,8,0.5,15.5,HOME,QLD,4,6.5,DOG,NSW,QLD,NSW,AWAY,FAV,8,NSW,AWAY,FAV,18,6,24,2ND,Suncorp Stadium,Brisbane,QLD,AUS,
7/6/19,6:00 PM,13,SOU,NEW,12,20,1.63,2.38,-4.0,NEW,AWAY,DOG,38.5,UNDER,32,,,L,5W,,,,,AWAY,NEW,8,12,DOG,SOU,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,20,32,2ND,,#N/A,#N/A,#N/A,
7/6/19,7:55 PM,13,WST,CAN,0,28,1.77,2.12,-1.5,CAN,AWAY,DOG,36.5,UNDER,28,,,L,W,,,,,AWAY,CAN,28,29.5,DOG,WST,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,0,28,28,2ND,,#N/A,#N/A,#N/A,
8/6/19,3:00 PM,13,WAR,MEL,10,32,2.40,1.59,4.0,MEL,AWAY,FAV,38.5,OVER,42,,,L,W,,,,,AWAY,MEL,22,18,FAV,MEL,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,32,42,2ND,,#N/A,#N/A,#N/A,
8/6/19,5:30 PM,13,CRO,PAR,42,22,1.54,2.70,-4.5,CRO,HOME,FAV,38.5,OVER,64,,,W,W,,,,,HOME,CRO,20,15.5,FAV,CRO,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,42,22,64,2ND,,#N/A,#N/A,#N/A,
8/6/19,7:35 PM,13,NQL,MAN,20,22,2.00,1.84,1.5,MAN,AWAY,FAV,37.5,OVER,42,,,3W,2L,,,,,AWAY,MAN,2,0.5,FAV,MAN,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,22,42,2ND,,#N/A,#N/A,#N/A,
9/6/19,2:00 PM,13,BRI,GLD,18,26,1.30,3.32,-9.5,GLD,AWAY,DOG,42.5,OVER,44,,,3W,L,,,,,AWAY,GLD,8,17.5,DOG,BRI,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,26,44,2ND,,#N/A,#N/A,#N/A,
9/6/19,4:05 PM,13,PEN,SYD,19,10,2.50,1.61,4.0,PEN,HOME,DOG,38.5,UNDER,29,,,2W,3L,,,,,HOME,PEN,9,13,DOG,SYD,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,19,10,29,2ND,,#N/A,#N/A,#N/A,
10/6/19,4:00 PM,13,CBY,SGI,12,36,2.30,1.59,3.5,SGI,AWAY,FAV,38.5,OVER,48,,,2L,6L,,,,,AWAY,SGI,24,20.5,FAV,SGI,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,36,48,2ND,,#N/A,#N/A,#N/A,
13/6/19,7:50 PM,14,CAN,CRO,22,20,1.90,1.99,-1.5,CAN,HOME,FAV,37.5,OVER,42,,,2W,2W,,,,,HOME,CAN,2,0.5,FAV,CAN,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,20,42,2ND,,#N/A,#N/A,#N/A,
14/6/19,6:00 PM,14,GLD,WAR,20,24,1.93,1.87,1.5,WAR,AWAY,FAV,40.5,OVER,44,,,W,2L,,,,,AWAY,WAR,4,2.5,FAV,WAR,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,24,44,2ND,,#N/A,#N/A,#N/A,
14/6/19,7:55 PM,14,NQL,WST,26,27,1.72,2.16,-2.0,WST,AWAY,DOG,36.5,OVER,53,,,L,2L,,,,,AWAY,WST,1,3,DOG,NQL,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,27,53,2ND,,#N/A,#N/A,#N/A,
15/6/19,3:00 PM,14,MEL,NEW,34,4,1.40,3.07,-7.5,MEL,HOME,FAV,40.5,UNDER,38,,,2W,6W,,,,,HOME,MEL,30,22.5,FAV,MEL,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,4,38,2ND,,#N/A,#N/A,#N/A,
15/6/19,5:30 PM,14,SOU,PEN,18,19,1.56,2.61,-5.5,PEN,AWAY,DOG,38.5,UNDER,37,,,2L,3W,,,,,AWAY,PEN,1,6.5,DOG,SOU,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,19,37,2ND,,#N/A,#N/A,#N/A,
15/6/19,7:35 PM,14,PAR,BRI,38,10,1.80,2.63,-1.5,PAR,HOME,FAV,38.5,OVER,48,,,L,L,,,,,HOME,PAR,28,26.5,FAV,PAR,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,38,10,48,2ND,,#N/A,#N/A,#N/A,
16/6/19,2:00 PM,14,MAN,SGI,34,14,1.54,2.45,-4.5,MAN,HOME,FAV,38.5,OVER,48,,,W,W,,,,,HOME,MAN,20,15.5,FAV,MAN,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,14,48,2ND,,#N/A,#N/A,#N/A,
16/6/19,4:05 PM,14,SYD,CBY,38,12,1.25,4.04,-10.0,SYD,HOME,FAV,35.5,OVER,50,,,4L,3L,,,,,HOME,SYD,26,16,FAV,SYD,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,38,12,50,2ND,,#N/A,#N/A,#N/A,
23/6/19,7:50 PM,O2,QLD,NSW,6,38,2.20,1.80,2.5,NSW,AWAY,FAV,32.5,OVER,44,PATCHY RAIN,17,-,-,6,18,0.5,14.5,AWAY,NSW,32,29.5,FAV,NSW,QLD,NSW,AWAY,FAV,24,NSW,AWAY,FAV,0,20,20,1ST,Optus Stadium,Perth,WA,AUS,YES
27/6/19,7:50 PM,15,WST,SOU,14,9,2.75,1.52,5.5,WST,HOME,DOG,39.5,UNDER,23,,,W,3L,,,,,HOME,WST,5,10.5,DOG,SOU,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,9,23,2ND,,#N/A,#N/A,#N/A,
28/6/19,6:00 PM,15,SGI,NQL,22,14,1.54,2.62,-5.5,SGI,HOME,FAV,38.5,UNDER,36,,,L,2L,,,,,HOME,SGI,8,2.5,FAV,SGI,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,14,36,2ND,,#N/A,#N/A,#N/A,
28/6/19,7:55 PM,15,SYD,MEL,12,14,2.22,1.75,1.5,MEL,AWAY,FAV,37.5,UNDER,26,,,W,3W,,,,,AWAY,MEL,2,0.5,FAV,MEL,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,14,26,2ND,,#N/A,#N/A,#N/A,
29/6/19,3:00 PM,15,GLD,MAN,12,30,2.85,1.45,6.0,MAN,AWAY,FAV,43.5,UNDER,42,,,L,2W,,,,,AWAY,MAN,18,12,FAV,MAN,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,30,42,2ND,,#N/A,#N/A,#N/A,
29/6/19,5:30 PM,15,NEW,BRI,26,12,1.80,2.46,-1.5,NEW,HOME,FAV,40.5,UNDER,38,,,L,2L,,,,,HOME,NEW,14,12.5,FAV,NEW,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,12,38,2ND,,#N/A,#N/A,#N/A,
29/6/19,7:35 PM,15,PAR,CAN,22,16,2.22,1.64,2.5,PAR,HOME,DOG,40.5,UNDER,38,,,W,3W,,,,,HOME,PAR,6,8.5,DOG,CAN,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,16,38,2ND,,#N/A,#N/A,#N/A,
30/6/19,2:00 PM,15,WAR,PEN,18,19,1.60,2.37,-4.0,PEN,AWAY,DOG,39.5,UNDER,37,,,W,4W,,,,,AWAY,PEN,1,5,DOG,WAR,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,19,37,2ND,,#N/A,#N/A,#N/A,
30/6/19,4:05 PM,15,CBY,CRO,14,12,3.70,1.34,9.5,CBY,HOME,DOG,40.5,UNDER,26,,,4L,L,,,,,HOME,CBY,2,11.5,DOG,CRO,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,12,26,2ND,,#N/A,#N/A,#N/A,
4/7/19,7:50 PM,16,SGI,MEL,14,16,3.10,1.42,6.5,SGI,HOME,DOG,34.5,UNDER,30,,,W,4W,,,,,AWAY,MEL,2,4.5,FAV,MEL,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,16,30,2ND,,#N/A,#N/A,#N/A,
5/7/19,7:55 PM,16,WST,SYD,16,24,2.75,1.51,4.5,SYD,AWAY,FAV,34.5,OVER,40,,,2W,L,,,,,AWAY,SYD,8,3.5,FAV,SYD,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,24,40,2ND,,#N/A,#N/A,#N/A,
6/7/19,7:35 PM,16,NEW,WAR,20,24,2.25,1.68,2.5,WAR,AWAY,FAV,38.5,OVER,44,,,W,L,,,,,AWAY,WAR,4,1.5,FAV,WAR,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,24,44,2ND,,#N/A,#N/A,#N/A,
7/7/19,4:05 PM,16,CRO,BRI,22,24,1.24,3.79,-10.5,BRI,AWAY,DOG,38.5,OVER,46,,,2L,3L,,,,,AWAY,BRI,2,12.5,DOG,CRO,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,24,46,2ND,,#N/A,#N/A,#N/A,
10/7/19,8:10 PM,O3,NSW,QLD,26,20,1.30,4.25,-8.5,QLD,AWAY,DOG,34.5,OVER,46,CLEAR/SUNNY,14,-,-,8,8,-3.5,16.5,HOME,NSW,6,2.5,FAV,NSW,QLD,QLD,AWAY,DOG,16,DRAW,DRAW,DRAW,18,12,30,2ND,ANZ Stadium,Sydney,NSW,AUS,
12/7/19,6:00 PM,17,PEN,GLD,24,2,1.47,2.80,-6.0,PEN,HOME,FAV,40.5,UNDER,26,,,5W,2L,,,,,HOME,PEN,22,16,FAV,PEN,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,2,26,2ND,,#N/A,#N/A,#N/A,
12/7/19,7:55 PM,17,NEW,CBY,14,20,1.38,3.29,-8.0,CBY,AWAY,DOG,39.5,UNDER,34,,,L,W,,,,,AWAY,CBY,6,14,DOG,NEW,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,20,34,2ND,,#N/A,#N/A,#N/A,
13/7/19,3:00 PM,17,SOU,MAN,21,20,1.60,2.40,-3.5,MAN,AWAY,DOG,41.5,UNDER,41,,,4L,3W,,,,,HOME,SOU,1,2.5,FAV,SOU,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,21,20,41,2ND,,#N/A,#N/A,#N/A,
13/7/19,5:30 PM,17,BRI,WAR,18,18,1.65,2.27,-3.5,WAR,AWAY,DOG,41.5,UNDER,36,,,W,W,,,,,DRAW,DRAW,0,3.5,#SPILL!,BRI,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,18,36,2ND,,#N/A,#N/A,#N/A,
13/7/19,7:35 PM,17,MEL,CRO,40,16,1.30,4.05,-10.0,MEL,HOME,FAV,36.5,OVER,56,,,L,3L,,,,,HOME,MEL,24,14,FAV,MEL,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,16,56,2ND,,#N/A,#N/A,#N/A,
14/7/19,2:00 PM,17,SYD,NQL,12,15,1.22,4.05,-12.0,NQL,AWAY,DOG,41.5,UNDER,27,,,W,3L,,,,,AWAY,NQL,3,15,DOG,SYD,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,15,27,2ND,,#N/A,#N/A,#N/A,
14/7/19,4:05 PM,17,WST,PAR,18,30,2.18,1.77,2.0,PAR,AWAY,FAV,40.5,OVER,48,,,L,2W,,,,,AWAY,PAR,12,10,FAV,PAR,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,30,48,2ND,,#N/A,#N/A,#N/A,
14/7/19,6:10 PM,17,SGI,CAN,14,36,2.18,1.74,2.0,CAN,AWAY,FAV,39.5,OVER,50,,,2W,L,,,,,AWAY,CAN,22,20,FAV,CAN,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,36,50,2ND,,#N/A,#N/A,#N/A,
18/7/19,7:50 PM,18,BRI,CBY,28,6,1.35,3.47,-8.0,BRI,HOME,FAV,38.0,UNDER,34,,,L,2W,,,,,HOME,BRI,22,14,FAV,BRI,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,6,34,2ND,,#N/A,#N/A,#N/A,
19/7/19,6:00 PM,18,WAR,CRO,19,18,1.95,1.91,1.5,WAR,HOME,DOG,34.5,OVER,37,,,2W,4L,,,,,HOME,WAR,1,2.5,DOG,CRO,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,19,18,37,2ND,,#N/A,#N/A,#N/A,
19/7/19,7:55 PM,18,PEN,SGI,40,18,1.52,2.73,-4.5,PEN,HOME,FAV,37.5,OVER,58,,,6W,L,,,,,HOME,PEN,22,17.5,FAV,PEN,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,18,58,2ND,,#N/A,#N/A,#N/A,
20/7/19,3:00 PM,18,SYD,NEW,48,10,1.35,3.31,-9.5,SYD,HOME,FAV,41.5,OVER,58,,,L,2L,,,,,HOME,SYD,38,28.5,FAV,SYD,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,48,10,58,2ND,,#N/A,#N/A,#N/A,
20/7/19,5:30 PM,18,CAN,WST,20,12,1.35,3.24,-8.5,WST,AWAY,DOG,39.5,UNDER,32,,,W,2L,,,,,HOME,CAN,8,0.5,FAV,CAN,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,12,32,2ND,,#N/A,#N/A,#N/A,
20/7/19,7:35 PM,18,NQL,SOU,18,30,2.05,1.76,1.5,SOU,AWAY,FAV,38.5,OVER,48,,,W,5L,,,,,AWAY,SOU,12,10.5,FAV,SOU,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,30,48,2ND,,#N/A,#N/A,#N/A,
21/7/19,2:00 PM,18,GLD,MEL,18,38,2.85,1.41,6.0,MEL,AWAY,FAV,42.5,OVER,56,,,3L,W,,,,,AWAY,MEL,20,14,FAV,MEL,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,38,56,2ND,,#N/A,#N/A,#N/A,
21/7/19,4:05 PM,18,MAN,PAR,36,24,1.54,2.63,-5.5,MAN,HOME,FAV,42.5,OVER,60,,,4W,3W,,,,,HOME,MAN,12,6.5,FAV,MAN,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,36,24,60,2ND,,#N/A,#N/A,#N/A,
25/7/19,7:50 PM,19,CRO,NQL,16,14,1.50,2.56,-4.5,NQL,AWAY,DOG,39.5,UNDER,30,,,5L,L,,,,,HOME,CRO,2,2.5,FAV,CRO,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,14,30,2ND,,#N/A,#N/A,#N/A,
26/7/19,6:00 PM,19,NEW,WST,26,28,1.45,2.77,-5.5,WST,AWAY,DOG,39.5,OVER,54,,,3L,W,,,,,AWAY,WST,2,7.5,DOG,NEW,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,28,54,2ND,,#N/A,#N/A,#N/A,
26/7/19,7:55 PM,19,SOU,SGI,20,16,1.45,2.83,-6.0,SGI,AWAY,DOG,40.5,UNDER,36,,,W,2L,,,,,HOME,SOU,4,2,FAV,SOU,SGI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,16,36,2ND,,#N/A,#N/A,#N/A,
27/7/19,3:00 PM,19,PAR,WAR,24,22,1.60,2.40,-4.0,WAR,AWAY,DOG,42.5,OVER,46,,,L,3W,,,,,HOME,PAR,2,2,FAV,PAR,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,22,46,2ND,,#N/A,#N/A,#N/A,
27/7/19,5:30 PM,19,GLD,BRI,12,34,3.00,1.42,6.5,BRI,AWAY,FAV,40.5,OVER,46,,,4L,W,,,,,AWAY,BRI,22,15.5,FAV,BRI,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,34,46,2ND,,#N/A,#N/A,#N/A,
27/7/19,7:35 PM,19,MEL,MAN,10,11,1.38,3.26,-7.5,MAN,AWAY,DOG,39.5,UNDER,21,,,2W,5W,,,,,AWAY,MAN,1,8.5,DOG,MEL,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,11,21,2ND,,#N/A,#N/A,#N/A,
28/7/19,2:00 PM,19,CBY,SYD,12,20,6.00,1.15,15.5,CBY,HOME,DOG,41.5,UNDER,32,,,L,W,,,,,AWAY,SYD,8,7.5,FAV,SYD,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,20,32,2ND,,#N/A,#N/A,#N/A,
28/7/19,4:05 PM,19,PEN,CAN,18,30,2.00,1.91,1.5,CAN,AWAY,FAV,39.5,OVER,48,,,7W,L,,,,,AWAY,CAN,12,10.5,FAV,CAN,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,30,48,2ND,,#N/A,#N/A,#N/A,
1/8/19,7:50 PM,20,WST,NQL,28,4,1.65,2.31,-3.5,WST,HOME,FAV,37.5,UNDER,32,,,2W,W,,,,,HOME,WST,24,20.5,FAV,WST,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,4,32,2ND,,#N/A,#N/A,#N/A,
2/8/19,6:00 PM,20,WAR,CAN,12,46,2.40,1.60,3.5,CAN,AWAY,FAV,37.5,OVER,58,,,4W,W,,,,,AWAY,CAN,34,30.5,FAV,CAN,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,46,58,2ND,,#N/A,#N/A,#N/A,
2/8/19,7:55 PM,20,BRI,MEL,4,40,3.10,1.43,6.0,MEL,AWAY,FAV,37.5,OVER,44,,,2W,L,,,,,AWAY,MEL,36,30,FAV,MEL,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,4,40,44,2ND,,#N/A,#N/A,#N/A,
3/8/19,3:00 PM,20,MAN,NEW,30,6,1.38,3.06,-6.5,MAN,HOME,FAV,44.5,UNDER,36,,,6W,4L,,,,,HOME,MAN,24,17.5,FAV,MAN,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,6,36,2ND,,#N/A,#N/A,#N/A,
